type,x,y,10:3c:59:76:a2:7e,12:bb:f3:82:05:5a,14:77:40:57:6d:8c,26:e9:74:dd:11:7a,32:8d:15:76:f1:7f,44:2a:8f:06:5f:5a,4a:01:ea:19:99:5a,4a:bf:6e:b9:aa:5c,4c:81:25:01:60:a8,52:d0:21:8b:42:a0,62:00:b7:d7:42:fa,62:fc:c6:87:6d:c1,88:1f:a1:3e:6e:02,98:25:4a:84:aa:d0,98:a9:42:cf:3e:68,98:ba:5f:a8:42:c0,98:ba:5f:a8:42:c2,b4:1c:30:12:00:a9,be:1e:a4:86:d7:bf,d0:27:87:61:6c:6e,d8:84:66:7f:45:98,d8:84:66:85:9c:b8,d8:84:66:85:9c:ba,d8:84:66:95:9b:a8,d8:84:66:c6:9e:00,d8:84:66:c6:9e:08,d8:84:66:c6:9e:50,d8:84:66:c6:9f:20,d8:84:66:c6:9f:28,d8:84:66:c6:be:10,d8:84:66:c6:be:18,ea:42:7c:27:d2:e6,ee:78:b0:dd:87:8f
walk,2.241352,4.635428,0.0,0.0,0.1583161474665095,0.0,0.1583161474665092,0.23642826438462883,0.0,0.0,0.5330457939037379,0.0,0.07263413555766479,0.0,0.09865713513570776,0.24840662281908,0.0,0.37401181299416736,0.2614351000406957,0.0,0.0,0.3251482324665075,0.1560711370868641,0.35203957447735457,0.21611021041407508,0.4027593578512299,0.6354236489424202,0.38006203249615644,0.5079515024095056,0.3077106083186026,0.347918975761941,0.5351175567639981,0.39092626102856015,0.219472237208065,0.2509946319328334
walk,2.2924333333333333,4.635433333333333,0.0,0.0,0.18748704092225524,0.0,0.1874870409222549,0.2414682334989334,0.0,0.0,0.5400384881925474,0.0,0.060527880854111864,0.0,0.11030945808052943,0.2454669201734503,0.0,0.3900248370925367,0.26700814281132096,0.0,0.0,0.3209891547606887,0.17450458631686772,0.3478734550047221,0.2207170571826191,0.41499844922275025,0.6629632595332271,0.3857001052310596,0.5246008858558411,0.30786584340080364,0.3717237151006728,0.5374346735022051,0.39128552780503567,0.20670245838124005,0.20916023932839428
walk,2.4748666666666668,4.635452380952381,0.0,0.0,0.15623818719625662,0.0,0.15623818719625635,0.24566810858528326,0.0,0.0,0.4903082382458949,0.0,0.05043957349243598,0.0,0.12001949790898027,0.281480011837029,0.0,0.43613330423955043,0.27165223545488093,0.0,0.0,0.2674892270035055,0.1898654312785674,0.39891087631411243,0.2245560055037358,0.4728180434107075,0.701163432443696,0.4339183183412133,0.5940324020240592,0.30799520291461757,0.35760881093271674,0.5164889995154245,0.35804084475802384,0.1722509311984194,0.17429906870072337
walk,2.6573,4.635471428571429,0.0,0.0,0.13019790277862364,0.0,0.13019790277862342,0.29361339266677317,0.0,0.0,0.40858835781619185,0.0,0.0420327885494102,0.0,0.10001579767860384,0.2730280246132716,0.0,0.48737719838851923,0.3246686553526823,0.0,0.0,0.2229066849577862,0.15822047993667865,0.38693279798442687,0.2683809917344727,0.5051268750359167,0.7433452048402602,0.4736365302985678,0.6420869076331333,0.25666151281561095,0.29800599990392496,0.4576392894880228,0.30675195959580487,0.1435417959984915,0.145248569561265
walk,2.93095,4.6355,0.0,0.0,0.10849791287853316,0.0,0.10849791287853297,0.28912220141435285,0.0,0.0,0.3891011044664953,0.0,0.05766131311266069,0.0,0.08334623731582716,0.26598478213366805,0.0,0.48449519859034057,0.319702434256256,0.0,0.0,0.1857549896615024,0.13184998745300786,0.3769511797114458,0.2642757622303073,0.5003040664553614,0.7447266901311262,0.47247486818889134,0.636379523293678,0.25092154126389166,0.2483375563263279,0.4085984229315449,0.2954587414603004,0.15136431744005924,0.17659652054289088
walk,2.992741935483872,4.635506451612903,0.0,0.0,0.09041473096637766,0.0,0.0904147309663775,0.2853795716346284,0.0,0.0,0.40619555052523754,0.0,0.07068498058886864,0.0,0.06945504686718595,0.22165350355347133,0.0,0.4493296624162321,0.3155639494036761,0.0,0.0,0.2048285205371742,0.10987475083350326,0.31412530063343114,0.2608547646972779,0.44866552619090055,0.6914110961751863,0.42798783283347563,0.576067248243443,0.2461382694643087,0.2285526869595372,0.3764460489326042,0.316446453833519,0.15788303375702012,0.24160891777447785
walk,3.105090909090909,4.635518181818182,0.0,0.0,0.13090147010850198,0.0,0.13090147010850176,0.2378159508963177,0.0,0.0,0.47599681865468163,0.0,0.08153797721696304,0.0,0.05787911839890041,0.1847109742829009,0.0,0.37444082041810517,0.26296956108727476,0.0,0.0,0.2707559083663922,0.09156215421901244,0.26177068892084077,0.21737864261616574,0.3738873743986608,0.6339096845067846,0.3566559892649192,0.4800553159307355,0.2421522315216962,0.24601625975941155,0.3997618615416636,0.36328644432331414,0.18712497094149017,0.2957856179419016
walk,3.4673040000000004,4.635556,0.0,0.0,0.164640290723241,0.0,0.1646402907232407,0.19817975144236621,0.0,0.0,0.5272198394376578,0.0,0.09058210658194484,0.0,0.04823254813129935,0.15392565063065075,0.0,0.3120336900895606,0.21914107130646293,0.0,0.0,0.3256951887011237,0.07630171523928865,0.2181420122145072,0.18114867905278814,0.3115724855565725,0.6110466216760154,0.32776872861440026,0.4000456774710516,0.24500341774749293,0.29451997673022545,0.4736581475475787,0.402319620869929,0.21149315899513876,0.34093269590317465
walk,3.4870774193548386,4.635558064516129,0.0,0.0,0.19275590010711055,0.0,0.19275590010711025,0.1651496727080309,0.0,0.0,0.5671277891575413,0.0,0.09811886109232412,0.0,0.04019376086499409,0.16673296057898138,0.0,0.29279153783685885,0.1826174265521498,0.0,0.0,0.3214451304185669,0.10802932256617948,0.23629241373457324,0.15095712270968473,0.3072627699044803,0.6344779344591466,0.33517767116880465,0.38892691299898224,0.2926470543682055,0.35808786618406574,0.5406848657044714,0.42803373986819554,0.23179992859246604,0.33966613086721226
walk,3.569466666666665,4.635566666666667,0.0,0.0,0.16062983559484778,0.0,0.1606298355948475,0.1376246577193895,0.0,0.0,0.5448286568518472,0.0,0.10439947829982275,0.0,0.03349478379699393,0.21586733486859536,0.0,0.3095200559862245,0.1521811119012482,0.0,0.0,0.2678708066689892,0.13446894671150694,0.30592519574668864,0.12579753869662966,0.3512905147204923,0.6692545757235946,0.38487040706986636,0.4352169888876572,0.3323500118648004,0.3771103069140765,0.5736644866550481,0.4159190712761125,0.22491262150680166,0.33861066194510175
walk,3.751900000000001,4.635585714285714,0.0,0.0,0.13385814936086377,0.0,0.13385814936086354,0.15913169694249546,0.0,0.0,0.48457933056416835,0.0,0.08699953472343697,0.0,0.027912310036950966,0.2568125944811624,0.0,0.3690445955293274,0.17596293411910577,0.0,0.0,0.2232255938987136,0.15650193869199022,0.36395243997749643,0.14545631673649997,0.4197263426481741,0.7069496853354147,0.4299846776325057,0.5195437171136774,0.32222581517073706,0.3590116437625697,0.5466811425200908,0.3743769309597829,0.1874271188245339,0.282175452611135
walk,3.9343333333333335,4.635604761904762,0.0,0.0,0.11154843062007853,0.0,0.11154843062007835,0.22149871232469057,0.0,0.0,0.40381601040694703,0.0,0.0724995946037917,0.0,0.023260252696376105,0.29093361389477085,0.0,0.4250585987061187,0.24492646074364854,0.0,0.0,0.18602128292173037,0.13041825046473662,0.4123084339473064,0.20246366673428778,0.46881963106634855,0.7492555082762928,0.4749872861885335,0.5849139615511085,0.268521447212538,0.29917629690283165,0.5100338050549424,0.31827001561907686,0.1561892276289933,0.23514615321198507
walk,4.207983333333333,4.635633333333333,0.0,0.0,0.09295700978720084,0.0,0.09295700978720069,0.2734711931315076,0.0,0.0,0.3781799869827402,0.0,0.08305008261884789,0.0,0.019383540633700364,0.2809062082233542,0.0,0.43897334545236616,0.3023960308665713,0.0,0.0,0.15501770953710234,0.10868185699690122,0.39809768712575994,0.24996976247176902,0.4621115916417648,0.7736170836085796,0.4995264629558615,0.5838335291366454,0.26697774791425655,0.28326418457364544,0.5067275144870141,0.3071537247848084,0.16190372627169092,0.2515106970776607
walk,4.475748387096775,4.635661290322581,0.0,0.0,0.07746416571993196,0.0,0.07746416571993184,0.27233710472103995,0.0,0.0,0.39014999618519663,0.0,0.09184215220407246,0.0,0.016152948629967058,0.27255004040471315,0.0,0.4049848904143643,0.3011419907973042,0.0,0.0,0.17921392745958667,0.09056820352150678,0.38625540317313656,0.24893313478407597,0.42477551078073456,0.741630775281308,0.48571648879368795,0.5371815083083079,0.2656913323825973,0.2916090476032385,0.5399200070647745,0.3240956191825474,0.16666580643704157,0.3040367228705395
walk,4.498218181818181,4.6356636363636365,0.0,0.0,0.064553466165491,0.0,0.06455346616549089,0.27139203132637163,0.0,0.0,0.40012500089096925,0.0,0.09916887468212185,0.0,0.013460789426525673,0.22712501513640915,0.0,0.3830714453216231,0.30009695771666134,0.0,0.0,0.199377436405691,0.07547349677569117,0.32187947637780423,0.24806927863426195,0.3857256081302842,0.713886201196299,0.46957854889166667,0.4934028730480881,0.26461931975797487,0.2985630980622922,0.540347282750101,0.34031029723444506,0.1706342053960742,0.3478083980294841
walk,4.664066666666667,4.635680952380953,0.0,0.0,0.10935012338638242,0.0,0.10935012338638223,0.27060447032660245,0.0,0.0,0.4223263959220219,0.0,0.08264072421859614,0.0,0.01121732388642954,0.18927083522120752,0.0,0.364810244844508,0.29922609699576275,0.0,0.0,0.26621285986686516,0.06289457708223281,0.2682328817809986,0.24734939865791045,0.35318402930076853,0.6864084278517436,0.4255747042007034,0.45692068452328194,0.22051608730187328,0.3043581389161294,0.5363460460381939,0.35172608950440426,0.16600469366116907,0.3287292151741308
walk,4.693256,4.635684,0.0,0.0,0.14668066572297866,0.0,0.14668066572297841,0.3143926227771431,0.0,0.0,0.4380497774733133,0.0,0.06886726747199469,0.0,0.0093477695374904,0.1577256898106133,0.0,0.39517663451363333,0.34764568864780293,0.0,0.0,0.2718765396324623,0.09685659869559417,0.22352739268757782,0.2873745067572328,0.3578120888200224,0.7049046303350768,0.4157566960131656,0.47227050809693766,0.22903089747226651,0.3323354916388455,0.5526195295846836,0.35652226630641665,0.16214676776805026,0.2739410018645688
walk,4.846499999999999,4.6357,0.0,0.0,0.17778944790886952,0.0,0.17778944790886925,0.30643829567181835,0.0,0.0,0.45115259412929487,0.0,0.05738938799161098,0.0,0.007789807735022368,0.16989961496721134,0.0,0.4076614421482482,0.3388500384832612,0.0,0.0,0.2765962723009554,0.125158280558031,0.24078016712334363,0.2801037546375219,0.3775418227443833,0.7224967804064059,0.41683428386192106,0.4948659493774656,0.236126571908405,0.3556499499218583,0.5934138837140499,0.3563262072201711,0.15893182984359672,0.2282841619817359
walk,4.846500000000001,4.6357,0.0,0.0,0.14815787044559925,0.0,0.148157870445599,0.2998096902086264,0.0,0.0,0.4481827170481511,0.0,0.07045823608910198,0.0,0.006491506322653889,0.18004455189688534,0.0,0.418065447791706,0.3315203305191547,0.0,0.0,0.2304968892096787,0.14874301381413343,0.2551574781599466,0.274044794956323,0.3939832665455561,0.7415142033415251,0.4482878321288755,0.5136954824771388,0.2852495141735098,0.37507866381554344,0.6317664753618368,0.3582592609172212,0.16418922378124565,0.24579235886838546
walk,4.970083870967742,4.635712903225806,0.0,0.0,0.17902044962730768,0.0,0.1790204496273074,0.24984140521442635,0.0,0.0,0.470707821246686,0.0,0.08134894231455073,0.0,0.005409588530916389,0.18849866559937736,0.0,0.3811514034907613,0.27626693845826034,0.0,0.0,0.242113230402528,0.12395250987815691,0.26713857011567954,0.22837065945381196,0.37593843521791,0.7551834056461485,0.44764726747259237,0.4836351223056157,0.28091780473568784,0.3804667881025822,0.6582803434158186,0.3677317746590019,0.19237991056427658,0.2603825222406588
walk,5.306232000000001,4.635748,0.0,0.0,0.20473926475525217,0.0,0.20473926475525187,0.20820116910648825,0.0,0.0,0.5242009645979606,0.05555555809787986,0.09042453053340825,0.0,0.052670223276900165,0.1955437601167494,0.0,0.35038970093145516,0.2302224466081364,0.0,0.0,0.25179351440740744,0.14403449989152692,0.27712281307950243,0.19030888113639974,0.3609010762791688,0.7600384591756659,0.4383171669113089,0.45858482299722086,0.2773080469910939,0.4405124496234084,0.6939917910820441,0.4007827697031519,0.21587214876750074,0.2725409913124984
walk,5.393800000000001,4.635757142857143,0.0,0.0,0.22617161019936535,0.0,0.226171610199365,0.1735009731526675,0.0,0.0,0.5576674715618344,0.10185185544170787,0.07535377496557252,0.0,0.09205408465406836,0.2398762117625448,0.0,0.35751848319649077,0.19185203762073838,0.0,0.0,0.2598604175581779,0.20521393703901564,0.3399503546152628,0.1585907332723604,0.3959889932524634,0.7629950123699744,0.431468009245468,0.4932651313775692,0.2763575288409725,0.5013529692122204,0.7106794342751581,0.41627075721547,0.2037029807290498,0.2271174913168995
walk,5.485016666666667,4.635766666666667,0.0,0.0,0.1884763410009156,0.0,0.1884763410009153,0.14458414365573022,0.0,0.0,0.5633340042043599,0.14043210260839795,0.06279481219414935,0.0,0.12487396860775504,0.27681992087383384,0.0,0.36345913498857746,0.15987669731162502,0.0,0.0,0.26658283674248373,0.2561968005094949,0.39230663838723634,0.13215894381031612,0.42522892359377124,0.7262431195190288,0.42576037794896654,0.522165387896879,0.2755654303952639,0.5397077221035401,0.7104245830232384,0.4260327591109268,0.16975248319162853,0.22815346500916778
walk,5.891345454545455,4.635809090909091,0.0,0.0,0.21261917342632067,0.0,0.2126191734263203,0.12048678601047,0.0,0.0,0.5888894483397288,0.11702675181496516,0.05232901000139699,0.0,0.10406164018750222,0.26914480573877464,0.0,0.33564614482776467,0.13323058068465454,0.0,0.0,0.3222173420626587,0.25794177822909964,0.38142953601553825,0.11013245283769542,0.401976483590834,0.6869019454014944,0.38628179583392275,0.490693378320629,0.2749053483645379,0.5500650772203242,0.719471466383504,0.44255350496302887,0.16526992640051663,0.22901677640975937
walk,5.919208000000001,4.635812,0.0,0.0,0.23273820029161102,0.0,0.23273820029161063,0.10040565479500672,0.0,0.0,0.6212967628502322,0.09752229297155673,0.06624125333852894,0.0,0.08671803330500166,0.22428733763823913,0.0,0.27970512009443804,0.11102548366755569,0.0,0.0,0.3685794294702616,0.21495148140004844,0.31785794600303924,0.09177704383606099,0.33498040227933973,0.6552069585212222,0.3524570517238365,0.40891114773013704,0.27229766681923856,0.5478937371666673,0.7400824313559373,0.46837530053226534,0.19328049452076201,0.2852917587181639
walk,5.958754838709677,4.635816129032258,0.0,0.0,0.24950405592247768,0.0,0.24950405592247726,0.12811582364508342,0.0,0.0,0.6149695245506523,0.08126857735616944,0.07783478939042658,0.0,0.07226502764734889,0.18690611442225574,0.0,0.27867164565510577,0.14166653576139054,0.0,0.0,0.3571820131032953,0.17912623423526342,0.26488162127766235,0.11710587005058426,0.3108963668008148,0.6810820516822341,0.35852902462955527,0.38651092359648687,0.27012459887651463,0.5244793487004065,0.7213105227232346,0.463688012463419,0.2166226344953742,0.2932986878798697
walk,6.123533333333334,4.635833333333333,0.0,0.0,0.20792004638863504,0.0,0.20792004638863468,0.1512076309338658,0.0,0.0,0.5541412701466762,0.06772381439395611,0.08749606939757568,0.0,0.0602208563109741,0.19421663385093946,0.0,0.3105739498905715,0.16720074574417879,0.0,0.0,0.29765167728054026,0.1492718617094921,0.27524202197743214,0.13821322515048695,0.3384453851738202,0.7178951739764258,0.4071075207739583,0.4233996260622204,0.26831370893101103,0.4710167409265595,0.682791448476892,0.42623896197594613,0.2122648938031442,0.29997112882302657
walk,6.4884,4.635871428571429,0.0,0.0,0.17326670520034998,0.0,0.17326670520034967,0.17045080362458637,0.0,0.0,0.49511772491185657,0.05643651195473286,0.07291339111267034,0.0,0.05018404689003823,0.200308733359035,0.0,0.33715920335114397,0.18847925400795634,0.0,0.0,0.29807555303094085,0.12439321800257017,0.28387568920483797,0.15580268768809874,0.3614029004250888,0.7049997909038915,0.41703404512479014,0.45414021137056726,0.22359475728312045,0.41411888884094067,0.6321737014370402,0.3897903298185972,0.1768874113765266,0.2888648295351589
walk,6.587909090909092,4.635881818181818,0.0,0.0,0.14438892092881447,0.0,0.14438892092881422,0.14204233628350643,0.0,0.0,0.48065365961296846,0.10258598229872688,0.06076115923047988,0.0,0.08998226984527524,0.24384702149670373,0.0,0.3464930683427883,0.15706604492887755,0.0,0.0,0.29842878282230484,0.1444017557924069,0.3455777495424985,0.12983557300914284,0.3964071790123105,0.6898963398770795,0.42576911169968656,0.48956128734092336,0.18632896431036153,0.4222595678814272,0.6308419189502285,0.3803808303810965,0.1474061760741347,0.2796095801452797
walk,6.76205,4.6359,0.0,0.0,0.12032410073264796,0.0,0.12032410073264775,0.11836861352889683,0.0,0.0,0.5033224941608827,0.19659942985497947,0.05063429934132656,0.0,0.17130968635432603,0.2416673897050451,0.0,0.32150775633957673,0.1308883707290688,0.0,0.0,0.2987231409814065,0.20181627807384156,0.34248879547297806,0.10819631080375745,0.3779583634309287,0.6642382352565137,0.41545574121349305,0.4635232949615693,0.15527413687192232,0.48459902272439165,0.656965215727827,0.42285404635494656,0.12283848001955044,0.2718968723300315
walk,6.853266666666666,4.635909523809524,0.0,0.0,0.10027008391993573,0.0,0.10027008391993557,0.09864051125053216,0.0,0.0,0.5305465229443428,0.2749439694171101,0.06482899432401608,0.0,0.23908253338630844,0.23985102988024126,0.0,0.3006866630216602,0.10907364224818476,0.0,0.0,0.24893595075841007,0.2496617132667937,0.3399146670839479,0.09016359231493971,0.36258435045980364,0.6864294662260888,0.4374168214078285,0.44182496799762966,0.1726049906238322,0.548894247408801,0.697253148230865,0.4634894831220712,0.13411143177577983,0.2821362825094708
walk,6.947425806451614,4.63591935483871,0.0,0.0,0.13911395885436736,0.0,0.13911395885436714,0.08220042602848252,0.0,0.0,0.5740665469341383,0.2846755300778806,0.07665790680245242,0.0,0.2473976751672194,0.1998758582003979,0.0,0.2505722191431756,0.0908947018584183,0.0,0.0,0.2574791142680699,0.24879216846234806,0.2832622225229959,0.07513632691665993,0.3021536253330771,0.6962075617324603,0.4209954993077265,0.368187473270318,0.18704736874170838,0.5808686629906288,0.7400856845634045,0.5057380913159922,0.16731508206289553,0.290669124320521
walk,7.145160000000001,4.63594,0.0,0.0,0.1714838546194952,0.0,0.17148385461949492,0.1129447994858776,0.0,0.0,0.5756110113348932,0.2372296083709219,0.0865153338636851,0.0,0.2061647292822807,0.16656321514782207,0.0,0.2543942282055587,0.12489088404688406,0.0,0.0,0.2645984171898029,0.20732680702808748,0.23605185207532023,0.10323860578006017,0.2835407195128816,0.7152492208446564,0.41564439756817323,0.35257452836987224,0.1990826838348949,0.5519584537101166,0.7213132338573903,0.49482367147821804,0.19498479062389643,0.2977798258267496
walk,7.400566666666666,4.635966666666667,0.0,0.0,0.1984587677492515,0.0,0.19845876774925117,0.1385651106929175,0.0,0.0,0.5768980650018144,0.19769134029329608,0.09472985641232173,0.0,0.17180394105483143,0.1388026792787544,0.0,0.2575792357566177,0.1532210358623609,0.0,0.0,0.2705311696228539,0.17277233917625967,0.1967098767137065,0.1266571714927451,0.26802996466723267,0.7311172701002018,0.41118514611984325,0.3395637409566205,0.20911211307629826,0.5278666126500343,0.7056695249402645,0.4857283216160531,0.2180428810846868,0.303705410413549
walk,7.441761290322582,4.635970967741935,0.0,0.0,0.16538230644852736,0.0,0.16538230644852708,0.1599153700278026,0.0,0.0,0.5224150541530539,0.16474278356860003,0.10157529186813549,0.0,0.14316995087107723,0.15413043786475555,0.0,0.2929969414879252,0.17682949570382042,0.0,0.0,0.22544264133986142,0.14397694930555596,0.2184322347936578,0.14617264291603854,0.30272338326407106,0.7595911891436936,0.45098762177758545,0.38427697368541336,0.21746997077577862,0.47383946114398096,0.6697572838454797,0.44460588645059906,0.213448432648662,0.3086433975682172
walk,7.583,4.635985714285714,0.0,0.0,0.193374144268058,0.0,0.19337414426805768,0.13326280835136403,0.0,0.0,0.5325681006850578,0.13728565296854012,0.10727982141384636,0.0,0.11930829238796427,0.16690357001796385,0.0,0.2769276506670392,0.14735791308083543,0.0,0.0,0.2379013564145995,0.11998079108333728,0.23653419985774338,0.12181053575866888,0.29988853367189366,0.7702475595825834,0.4498970922218517,0.3757863669584298,0.22443485219103476,0.4627674521857509,0.6899393487422262,0.4396872953116579,0.23342924943329255,0.3127583868631965
walk,7.758136,4.636004,0.0,0.0,0.2167006757820601,0.0,0.21670067578205973,0.11105234028982991,0.0,0.0,0.5326956394597875,0.11440471080405355,0.08939985117581159,0.0,0.09942357698730814,0.1775478468112667,0.0,0.2635365749842727,0.12279826089740824,0.0,0.0,0.29831610761154737,0.09998399256677064,0.25161917074301116,0.10150877979617282,0.2975261590119761,0.7355548835255039,0.41843276203251595,0.36871086135329983,0.18702904348752122,0.44119509904079324,0.6882392176335448,0.43034737921548755,0.2183338983352467,0.29952087793978044
walk,7.981036363636363,4.636027272727272,0.0,0.0,0.23613945204241285,0.0,0.23613945204241246,0.09254361690647084,0.0,0.0,0.5675241439975053,0.1508928145623257,0.07449987597845775,0.0,0.13101521149743023,0.18641807747175204,0.0,0.2523773452493892,0.10233188407927078,0.0,0.0,0.34866173360559644,0.12406073454862135,0.2641899798132168,0.08459064982857115,0.295557513462178,0.7001083724335352,0.3834161905793967,0.3628146066827572,0.155857536236703,0.4787736936485991,0.7004389994452102,0.4477213485092804,0.20575443908772656,0.28848962050434696
walk,8.039083333333334,4.636033333333334,0.0,0.0,0.19678287669946976,0.0,0.19678287669946942,0.07711968075439656,0.0,0.0,0.5757145644428943,0.23685512325193225,0.06208322998124648,0.0,0.20550380426280707,0.1938099363551424,0.0,0.24307798713742337,0.08527657006495785,0.0,0.0,0.3405839332997887,0.18486542694259164,0.27466565403789583,0.07049220818956572,0.29391697550409007,0.6727482624292297,0.38016164029743527,0.35790106112420267,0.12988128019557543,0.531694127426632,0.7149627827630136,0.4789711447241118,0.17146203257089146,0.27929690597525114
walk,8.312733333333334,4.636061904761904,0.0,0.0,0.16398573058142102,0.0,0.16398573058142074,0.06426640062808753,0.0,0.0,0.590873248147536,0.3084903804909329,0.07436976984088998,0.0,0.2675776315652617,0.19996981875776665,0.0,0.23532852204437146,0.07106380838682766,0.0,0.0,0.2838199444139456,0.23553600393591298,0.28339538255817676,0.058743506824111356,0.2925498605390614,0.6935211555111281,0.40800507061948144,0.35380643982554083,0.15144427670715618,0.5881401679197859,0.7455844540468036,0.5102537317159401,0.1746310588885834,0.28830297720200193
walk,8.430432258064517,4.636074193548387,0.0,0.0,0.13665477548366656,0.0,0.13665477548366634,0.09799977830223429,0.0,0.0,0.6035054845677844,0.36818642818874703,0.0846085530570275,0.0,0.3193058209828014,0.2051030540931705,0.0,0.2331441387406119,0.10836513946881692,0.0,0.0,0.23651662034348186,0.27776148476272366,0.2906701563249126,0.08957792235438618,0.28611959277705995,0.7135552112925769,0.43329126255405886,0.34712628155375574,0.1694134404663995,0.6351785349963478,0.766563660871174,0.5247921558853293,0.17727191415326685,0.2958080365574575
walk,8.6776,4.6361,0.0,0.0,0.11387897956922968,0.0,0.1138789795692295,0.12611092636358076,0.0,0.0,0.6209767926957537,0.3623775790460524,0.11577461726013089,0.0,0.3142504148239616,0.20938075020593971,0.0,0.23132381932084092,0.139449582036652,0.0,0.0,0.19709718361871592,0.2722086447095571,0.29673246779709705,0.11527326862921072,0.2807610363088098,0.7324289070143747,0.45899271879560477,0.3415594829940225,0.2275976201430107,0.652772235954127,0.7840463332245408,0.5222324569484109,0.21121865862051992,0.3576178082436621
walk,8.924767741935485,4.636125806451613,0.0,0.0,0.15045470519712947,0.0,0.15045470519712922,0.14953688308111343,0.0,0.0,0.6494251050246663,0.3575368714271931,0.11911259257279291,0.0,0.31003757635830775,0.21294549696654175,0.0,0.22980688647104835,0.16535328417623144,0.0,0.0,0.21428014164483444,0.2675812779986355,0.3017843940238622,0.13668605719133045,0.27629557258531673,0.7437996883073565,0.4498550434406446,0.3369204841942955,0.232874559995798,0.6674336534187828,0.7942579283771762,0.5180029384422705,0.23157110440629447,0.35357039575854654
walk,8.984088,4.636132,0.0,0.0,0.18093447655348127,0.0,0.18093447655348097,0.16905851367890912,0.0,0.0,0.6384098097426626,0.2979473928553729,0.12189423866665682,0.0,0.25836464696471767,0.1774545808050814,0.0,0.23708978430999514,0.18693970262571707,0.0,0.0,0.22859927333315785,0.22298439833173125,0.2514869950193607,0.1545300476596281,0.2619923422336466,0.7549093263128912,0.4396940176819127,0.3265187041487325,0.23727200987308739,0.6240959457497683,0.7664567703793831,0.505044377422931,0.24853147589431118,0.35019755202097586
walk,9.316116666666666,4.636166666666666,0.0,0.0,0.20633428601697387,0.0,0.2063342860169735,0.18532653917698644,0.0,0.0,0.6208970636743142,0.24828949404578454,0.1015785322220669,0.0,0.21530387247028626,0.14787881733735367,0.0,0.2431588658424188,0.2049283846668603,0.0,0.0,0.2905643717027066,0.18582033194284028,0.20957249584916376,0.16940003971646445,0.2500729836073176,0.7205943732343504,0.40067094066057063,0.3178505541108091,0.19772667489395312,0.5756355103466783,0.724770620196025,0.48900448642674976,0.2309190870546556,0.330720182239561
walk,9.374163636363637,4.636172727272728,0.0,0.0,0.2275007939031402,0.0,0.22750079390313982,0.19888322709200126,0.0,0.0,0.6063031086174107,0.20690791170461237,0.0846487768516373,0.0,0.17941989372505812,0.12323234778100413,0.0,0.24821643378608668,0.21991895303442477,0.0,0.0,0.3422019536771415,0.15485027661887785,0.17464374654079418,0.18179169976378268,0.24014018475207985,0.6919985790023377,0.36815170980957124,0.31062709574589936,0.16477222907812855,0.5352518141775844,0.6900321617100205,0.47563791059664773,0.21624209635499636,0.3144890407551081
walk,9.597064,4.636196,0.0,0.0,0.24513955047490066,0.0,0.24513955047490024,0.16573602257655196,0.0,0.0,0.6288637016256987,0.22797881530947267,0.07054064737631514,0.0,0.19767880877601524,0.14115516161243782,0.0,0.23961056091857494,0.18326579419522598,0.0,0.0,0.3852332719890612,0.1697826379231911,0.200043792976956,0.15149308313637977,0.24773586824580734,0.6638114520007603,0.34151531373010524,0.3144114686771516,0.13731019089834456,0.5571542895925079,0.7019331195078473,0.48546345799199964,0.2040112707719781,0.30096308951809836
walk,9.7722,4.636214285714286,0.0,0.0,0.2598385142846751,0.0,0.25983851428467464,0.13811335214705966,0.0,0.0,0.6559975291325925,0.24553790164682526,0.08141761766958938,0.0,0.21289457131845263,0.15609083980527289,0.0,0.23243900019566116,0.15272149516261424,0.0,0.0,0.37106021528649646,0.18222627234343017,0.2212104983403868,0.1262442359469219,0.2540656044905691,0.6838951642490483,0.34987387255288577,0.31756511278652283,0.15763503562521297,0.5877520314506209,0.7303691028579156,0.4988925043015417,0.22556494786558962,0.30635813015398394
walk,9.91343870967742,4.636229032258065,0.0,0.0,0.21653209523715633,0.0,0.21653209523715594,0.11509446012251096,0.0,0.0,0.6577757187216078,0.31572602915025016,0.09048175958064013,0.0,0.2737366041089524,0.20699877676089007,0.0,0.25922623235682823,0.127267912635469,0.0,0.0,0.30921684607197625,0.23333670843442603,0.2933567570028548,0.10520352995573283,0.3069594323136585,0.7093461880725068,0.3915615604608083,0.3757487050999781,0.17457240623091586,0.6348550879373251,0.7448064963903351,0.5016976319913313,0.2197168216340133,0.31085399735054975
walk,9.954633333333334,4.636233333333333,0.0,0.0,0.18044341269758807,0.0,0.18044341269758774,0.09591205010207003,0.0,0.0,0.6245353211568565,0.318660579847434,0.098035211173176,0.0,0.2762760674291997,0.24942205755720162,0.0,0.28154892582444846,0.10605659386286603,0.0,0.0,0.2576807050599199,0.23518799776943125,0.35347863922152695,0.08766960829642352,0.35103762216619555,0.7370913223044635,0.43509759668035414,0.4242350320278162,0.18868688173565626,0.6185520794539248,0.7432210999331206,0.4788780056950555,0.21484338310770382,0.3146005533476847
